Legends,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Other Dimensions,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Beyond Control,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Dark Star,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Deep Space,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Great Short Novels of Science Fiction,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Science Fiction Hall of Fame,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Time Gate,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Triax,"Silverberg, Robert",?,?,Anthologies,,(*dup?),-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Three Trips in Time and Space,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
Nebula Award Stories 3,"Zelazny, Roger",?,?,Anthologies,,-,-,,a/ZELA1/,,,ZELA1,,,,,Z,,,,,,-,,
The Fontana Book of Great Horror Stories,"Bernard, Christine",?,?,Anthologies,,-,-,,a/BERN2/,,,BERN2,,,,,B,,,,,,-,,
Nebula Awards 24: Sfwa's Choices for the Best Science Fiction and Fantasy 1988,"Bishop, Michael",1990,9780160000000,Anthologies,,-,-,,a/BISH2/,,,BISH2,,,,,B,,,,,,,,y
